"S_No","Average download speed (Mbit/s)","Postcode","Short Postcode","Town/City","District","County"
358,40.4,"CT15 6AT","CT15 ","DOVER","DOVER","KENT"
359,37.3,"CT15 6AX","CT15 ","DOVER","DOVER","KENT"
360,29.6,"CT15 6BE","CT15 ","DOVER","DOVER","KENT"
361,44.1,"CT15 6BL","CT15 ","DOVER","DOVER","KENT"
362,44.1,"CT15 6BL","CT15 ","DOVER","DOVER","KENT"
363,44.1,"CT15 6BL","CT15 ","DOVER","DOVER","KENT"
364,28.1,"CT15 6BX","CT15 ","DOVER","DOVER","KENT"
365,27.7,"CT15 6BZ","CT15 ","DOVER","DOVER","KENT"
366,27.7,"CT15 6BZ","CT15 ","DOVER","DOVER","KENT"
367,34.1,"CT15 6DU","CT15 ","DOVER","DOVER","KENT"
368,25.1,"CT15 6DX","CT15 ","DOVER","DOVER","KENT"
369,25.1,"CT15 6DX","CT15 ","DOVER","DOVER","KENT"
370,25.1,"CT15 6DX","CT15 ","DOVER","DOVER","KENT"
371,25.1,"CT15 6DX","CT15 ","DOVER","DOVER","KENT"
372,25.1,"CT15 6DX","CT15 ","DOVER","DOVER","KENT"
373,25.1,"CT15 6DX","CT15 ","DOVER","DOVER","KENT"
374,25.1,"CT15 6DX","CT15 ","DOVER","DOVER","KENT"
375,26.8,"CT15 6GG","CT15 ","DOVER","DOVER","KENT"
376,26.8,"CT15 6GG","CT15 ","DOVER","DOVER","KENT"
377,26.8,"CT15 6GG","CT15 ","DOVER","DOVER","KENT"
378,30.8,"CT15 6HU","CT15 ","DOVER","DOVER","KENT"
379,34.6,"CT15 6JA","CT15 ","DOVER","DOVER","KENT"
380,55.4,"CT15 6JJ","CT15 ","DOVER","DOVER","KENT"
381,51.8,"CT15 7AR","CT15 ","DOVER","DOVER","KENT"
382,33.3,"CT15 7DF","CT15 ","DOVER","DOVER","KENT"
383,33.3,"CT15 7DF","CT15 ","DOVER","DOVER","KENT"
384,3.4,"CT15 7DR","CT15 ","DOVER","DOVER","KENT"
385,27.7,"CT15 7LA","CT15 ","DOVER","DOVER","KENT"
386,35.7,"CT15 7LJ","CT15 ","DOVER","DOVER","KENT"
387,43.4,"CT15 7NY","CT15 ","DOVER","DOVER","KENT"
388,43.4,"CT15 7NY","CT15 ","DOVER","DOVER","KENT"
389,43.5,"CT16 2HQ","CT16 ","DOVER","DOVER","KENT"
390,13.6,"CT16 3DJ","CT16 ","DOVER","DOVER","KENT"
391,13.6,"CT16 3DJ","CT16 ","DOVER","DOVER","KENT"
392,57.2,"CT16 3DX","CT16 ","DOVER","DOVER","KENT"
393,23.1,"CT16 3EE","CT16 ","DOVER","DOVER","KENT"
394,23.1,"CT16 3EE","CT16 ","DOVER","DOVER","KENT"
395,20.6,"CT16 3FH","CT16 ","DOVER","DOVER","KENT"
396,53.5,"CT16 3LA","CT16 ","DOVER","DOVER","KENT"
397,55.9,"CT16 3NA","CT16 ","DOVER","DOVER","KENT"
398,55.9,"CT16 3NA","CT16 ","DOVER","DOVER","KENT"
399,55.9,"CT16 3NA","CT16 ","DOVER","DOVER","KENT"
400,55.9,"CT16 3NA","CT16 ","DOVER","DOVER","KENT"
401,55.9,"CT16 3NA","CT16 ","DOVER","DOVER","KENT"
402,55.9,"CT16 3NA","CT16 ","DOVER","DOVER","KENT"
403,55.9,"CT16 3NA","CT16 ","DOVER","DOVER","KENT"
404,55.9,"CT16 3NA","CT16 ","DOVER","DOVER","KENT"
405,62.8,"CT16 3PA","CT16 ","DOVER","DOVER","KENT"
406,17.8,"CT16 3PP","CT16 ","DOVER","DOVER","KENT"
407,17.8,"CT16 3PP","CT16 ","DOVER","DOVER","KENT"
408,17.8,"CT16 3PP","CT16 ","DOVER","DOVER","KENT"
409,17.8,"CT16 3PP","CT16 ","DOVER","DOVER","KENT"
410,17.8,"CT16 3PP","CT16 ","DOVER","DOVER","KENT"
411,17.8,"CT16 3PP","CT16 ","DOVER","DOVER","KENT"
412,17.8,"CT16 3PP","CT16 ","DOVER","DOVER","KENT"
413,23.2,"CT16 3PR","CT16 ","DOVER","DOVER","KENT"
414,23.2,"CT16 3PR","CT16 ","DOVER","DOVER","KENT"
415,23.2,"CT16 3PR","CT16 ","DOVER","DOVER","KENT"
416,23.2,"CT16 3PR","CT16 ","DOVER","DOVER","KENT"
417,23.2,"CT16 3PR","CT16 ","DOVER","DOVER","KENT"
418,23.2,"CT16 3PR","CT16 ","DOVER","DOVER","KENT"
419,23.2,"CT16 3PR","CT16 ","DOVER","DOVER","KENT"
420,23.2,"CT16 3PR","CT16 ","DOVER","DOVER","KENT"
421,23.2,"CT16 3PR","CT16 ","DOVER","DOVER","KENT"
422,27.5,"CT17 0LW","CT17 ","DOVER","DOVER","KENT"
423,53,"CT17 0SF","CT17 ","DOVER","DOVER","KENT"
424,53,"CT17 0SF","CT17 ","DOVER","DOVER","KENT"
425,25,"CT17 0TW","CT17 ","DOVER","DOVER","KENT"
426,25,"CT17 0TW","CT17 ","DOVER","DOVER","KENT"
427,25,"CT17 0TW","CT17 ","DOVER","DOVER","KENT"
428,25,"CT17 0TW","CT17 ","DOVER","DOVER","KENT"
429,25,"CT17 0TW","CT17 ","DOVER","DOVER","KENT"
430,25,"CT17 0TW","CT17 ","DOVER","DOVER","KENT"
431,25,"CT17 0TW","CT17 ","DOVER","DOVER","KENT"
432,25,"CT17 0TW","CT17 ","DOVER","DOVER","KENT"
433,16.2,"CT17 0UR","CT17 ","DOVER","DOVER","KENT"
434,16.2,"CT17 0UR","CT17 ","DOVER","DOVER","KENT"
435,16.2,"CT17 0UR","CT17 ","DOVER","DOVER","KENT"
436,16.2,"CT17 0UR","CT17 ","DOVER","DOVER","KENT"
437,16.2,"CT17 0UR","CT17 ","DOVER","DOVER","KENT"
438,16.2,"CT17 0UR","CT17 ","DOVER","DOVER","KENT"
439,16.2,"CT17 0UR","CT17 ","DOVER","DOVER","KENT"
440,16.2,"CT17 0UR","CT17 ","DOVER","DOVER","KENT"
441,38.1,"CT18 7AG","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
442,25.3,"CT18 7BL","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
443,21.9,"CT18 7HT","CT18 ","FOLKESTONE","DOVER","KENT"
444,22.9,"CT18 7RQ","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
445,22.9,"CT18 7RQ","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
446,22.9,"CT18 7RQ","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
447,22.9,"CT18 7RQ","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
448,22.9,"CT18 7RQ","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
449,22.9,"CT18 7RQ","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
450,22.9,"CT18 7RQ","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
451,17.1,"CT18 7RT","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
452,17.1,"CT18 7RT","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
453,33.1,"CT18 7SH","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
454,33.1,"CT18 7SH","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
455,33.1,"CT18 7SH","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
456,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
457,14.6,"CT18 7SU","CT18 ","FOLKESTONE","SHEPWAY","KENT"
458,14.6,"CT18 7SU","CT18 ","FOLKESTONE","SHEPWAY","KENT"
459,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
460,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
461,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
462,14.6,"CT18 7SU","CT18 ","FOLKESTONE","SHEPWAY","KENT"
463,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
464,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
465,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
466,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
467,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
468,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
469,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
470,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
471,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
472,14.6,"CT18 7SU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
473,39.1,"CT18 7TL","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
474,36.6,"CT18 7TR","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
475,36.6,"CT18 7TR","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
476,36.6,"CT18 7TR","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
477,24.6,"CT18 8AU","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
478,24.6,"CT18 8AU","CT18 ","FOLKESTONE","SHEPWAY","KENT"
479,15.3,"CT18 8BA","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
480,15.3,"CT18 8BA","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
481,27.7,"CT18 8BS","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
482,42.7,"CT18 8BY","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
483,42.7,"CT18 8BY","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
484,48.7,"CT18 8DE","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
485,40.8,"CT18 8DG","CT18 ","FOLKESTONE","SHEPWAY","KENT"
486,35.6,"CT18 8EL","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
487,35.6,"CT18 8EL","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
488,50.3,"CT18 8ES","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
489,47,"CT18 8HS","CT18 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
490,27.8,"CT20 3AA","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
491,27.8,"CT20 3AA","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
492,27.8,"CT20 3AA","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
493,32.5,"CT20 3AB","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
494,32.5,"CT20 3AB","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
495,28.9,"CT20 3AE","CT20 ","FOLKESTONE","SHEPWAY","KENT"
496,28.9,"CT20 3AE","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
497,28.9,"CT20 3AE","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
498,28.9,"CT20 3AE","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
499,68.9,"CT20 3AG","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
500,68.9,"CT20 3AG","CT20 ","FOLKESTONE","SHEPWAY","KENT"
501,68.9,"CT20 3AG","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
502,68.9,"CT20 3AG","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
503,68.9,"CT20 3AG","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
504,68.9,"CT20 3AG","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
505,68.9,"CT20 3AG","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
506,68.9,"CT20 3AG","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
507,68.9,"CT20 3AG","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
508,50.8,"CT20 3AH","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
509,50.4,"CT20 3AL","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
510,50.4,"CT20 3AL","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
511,50.4,"CT20 3AL","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
512,56.1,"CT20 3AP","CT20 ","FOLKESTONE","SHEPWAY","KENT"
513,56.1,"CT20 3AP","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
514,47.5,"CT20 3AS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
515,70.6,"CT20 3AU","CT20 ","FOLKESTONE","SHEPWAY","KENT"
516,70.6,"CT20 3AU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
517,70.6,"CT20 3AU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
518,85.3,"CT20 3AX","CT20 ","FOLKESTONE","SHEPWAY","KENT"
519,85.3,"CT20 3AX","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
520,85.3,"CT20 3AX","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
521,62.4,"CT20 3BY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
522,62.4,"CT20 3BY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
523,62.4,"CT20 3BY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
524,62.4,"CT20 3BY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
525,62.4,"CT20 3BY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
526,62.4,"CT20 3BY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
527,57.7,"CT20 3BZ","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
528,57.7,"CT20 3BZ","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
529,57.7,"CT20 3BZ","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
530,57.7,"CT20 3BZ","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
531,57.7,"CT20 3BZ","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
532,57.7,"CT20 3BZ","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
533,26.9,"CT20 3DL","CT20 ","FOLKESTONE","SHEPWAY","KENT"
534,34.4,"CT20 3DS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
535,34.4,"CT20 3DS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
536,34.4,"CT20 3DS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
537,34.4,"CT20 3DS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
538,34.4,"CT20 3DS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
539,50.5,"CT20 3DU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
540,50.5,"CT20 3DU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
541,24.7,"CT20 3DX","CT20 ","FOLKESTONE","SHEPWAY","KENT"
542,24.7,"CT20 3DX","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
543,24.7,"CT20 3DX","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
544,24.7,"CT20 3DX","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
545,62.1,"CT20 3DY","CT20 ","FOLKESTONE","SHEPWAY","KENT"
546,62.1,"CT20 3DY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
547,62.1,"CT20 3DY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
548,62.1,"CT20 3DY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
549,62.1,"CT20 3DY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
550,62.1,"CT20 3DY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
551,62.1,"CT20 3DY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
552,70.8,"CT20 3EA","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
553,66.9,"CT20 3EE","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
554,43.3,"CT20 3HY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
555,43.3,"CT20 3HY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
556,43.3,"CT20 3HY","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
557,43.3,"CT20 3NU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
558,43.3,"CT20 3NU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
559,43.3,"CT20 3NU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
560,34.1,"CT20 3RP","CT20 ","FOLKESTONE","SHEPWAY","KENT"
561,34.1,"CT20 3RP","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
562,34.1,"CT20 3RP","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
563,34.1,"CT20 3RP","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
564,34.1,"CT20 3RP","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
565,34.1,"CT20 3RP","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
566,34.1,"CT20 3RP","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
567,34.1,"CT20 3RP","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
568,20.8,"CT20 3RS","CT20 ","FOLKESTONE","SHEPWAY","KENT"
569,20.8,"CT20 3RS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
570,20.8,"CT20 3RS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
571,20.8,"CT20 3RS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
572,20.8,"CT20 3RS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
573,20.8,"CT20 3RS","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
574,37.2,"CT20 3SU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
575,37.2,"CT20 3SU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
576,37.2,"CT20 3SU","CT20 ","FOLKESTONE","FOLKESTONE AND HYTHE","KENT"
577,41.5,"CT2 0ER","CT2 0","CANTERBURY","CANTERBURY","KENT"
578,13.3,"CT2 0HA","CT2 0","CANTERBURY","CANTERBURY","KENT"
579,13.3,"CT2 0HA","CT2 0","CANTERBURY","CANTERBURY","KENT"
580,32.3,"CT2 0NW","CT2 0","CANTERBURY","CANTERBURY","KENT"
581,32.3,"CT2 0NW","CT2 0","CANTERBURY","CANTERBURY","KENT"
582,32.3,"CT2 0NW","CT2 0","CANTERBURY","CANTERBURY","KENT"
583,29.4,"CT2 0PD","CT2 0","CANTERBURY","CANTERBURY","KENT"
584,8.2,"CT21 4EX","CT21 ","HYTHE","FOLKESTONE AND HYTHE","KENT"
585,8.2,"CT21 4EX","CT21 ","HYTHE","FOLKESTONE AND HYTHE","KENT"
586,1.3,"CT21 4HT","CT21 ","HYTHE","FOLKESTONE AND HYTHE","KENT"
587,1.6,"CT21 4JB","CT21 ","HYTHE","FOLKESTONE AND HYTHE","KENT"
588,0.7,"CT21 4LJ","CT21 ","HYTHE","FOLKESTONE AND HYTHE","KENT"
589,33.2,"CT21 4QA","CT21 ","HYTHE","FOLKESTONE AND HYTHE","KENT"
590,31.5,"CT21 4QY","CT21 ","HYTHE","FOLKESTONE AND HYTHE","KENT"
591,34.2,"CT2 8NP","CT2 8","CANTERBURY","CANTERBURY","KENT"
592,34.2,"CT2 8NP","CT2 8","CANTERBURY","CANTERBURY","KENT"
593,34.2,"CT2 8NP","CT2 8","CANTERBURY","CANTERBURY","KENT"
594,34.2,"CT2 8NP","CT2 8","CANTERBURY","CANTERBURY","KENT"
595,34.2,"CT2 8NP","CT2 8","CANTERBURY","CANTERBURY","KENT"
596,34.2,"CT2 8NP","CT2 8","CANTERBURY","CANTERBURY","KENT"
597,34.2,"CT2 8NP","CT2 8","CANTERBURY","CANTERBURY","KENT"
598,30.3,"CT2 9AE","CT2 9","CANTERBURY","CANTERBURY","KENT"
599,2.2,"CT2 9AR","CT2 9","CANTERBURY","CANTERBURY","KENT"
600,2.2,"CT2 9AR","CT2 9","CANTERBURY","CANTERBURY","KENT"
601,3.3,"CT2 9AS","CT2 9","CANTERBURY","CANTERBURY","KENT"
602,20.4,"CT2 9EE","CT2 9","CANTERBURY","CANTERBURY","KENT"
603,39.8,"CT2 9JA","CT2 9","CANTERBURY","CANTERBURY","KENT"
604,39.8,"CT2 9JA","CT2 9","CANTERBURY","CANTERBURY","KENT"
605,16.6,"CT2 9JX","CT2 9","CANTERBURY","SWALE","KENT"
606,45.4,"CT3 1AA","CT3 1","CANTERBURY","DOVER","KENT"
607,45.4,"CT3 1AA","CT3 1","CANTERBURY","DOVER","KENT"
608,35,"CT3 1AE","CT3 1","CANTERBURY","DOVER","KENT"
609,35,"CT3 1AE","CT3 1","CANTERBURY","DOVER","KENT"
610,35,"CT3 1AE","CT3 1","CANTERBURY","DOVER","KENT"
611,35,"CT3 1AE","CT3 1","CANTERBURY","DOVER","KENT"
612,35,"CT3 1AE","CT3 1","CANTERBURY","DOVER","KENT"
613,35,"CT3 1AE","CT3 1","CANTERBURY","DOVER","KENT"
614,41.8,"CT3 1AU","CT3 1","CANTERBURY","DOVER","KENT"
615,41.8,"CT3 1AU","CT3 1","CANTERBURY","DOVER","KENT"
616,41.8,"CT3 1AU","CT3 1","CANTERBURY","DOVER","KENT"
617,41.8,"CT3 1AU","CT3 1","CANTERBURY","DOVER","KENT"
618,39.8,"CT3 1BU","CT3 1","CANTERBURY","DOVER","KENT"
619,34.2,"CT3 1DN","CT3 1","CANTERBURY","DOVER","KENT"
620,34.2,"CT3 1DN","CT3 1","CANTERBURY","DOVER","KENT"
621,34.2,"CT3 1DN","CT3 1","CANTERBURY","DOVER","KENT"
622,34.2,"CT3 1DN","CT3 1","CANTERBURY","DOVER","KENT"
623,47.5,"CT3 1DR","CT3 1","CANTERBURY","DOVER","KENT"
624,30.2,"CT3 1DS","CT3 1","CANTERBURY","DOVER","KENT"
625,30.2,"CT3 1DS","CT3 1","CANTERBURY","DOVER","KENT"
626,30.2,"CT3 1DS","CT3 1","CANTERBURY","DOVER","KENT"
627,30.2,"CT3 1DS","CT3 1","CANTERBURY","DOVER","KENT"
628,30.2,"CT3 1DS","CT3 1","CANTERBURY","DOVER","KENT"
629,39.4,"CT3 1DT","CT3 1","CANTERBURY","DOVER","KENT"
630,55.9,"CT3 1DZ","CT3 1","CANTERBURY","DOVER","KENT"
631,55.9,"CT3 1DZ","CT3 1","CANTERBURY","DOVER","KENT"
632,17.6,"CT3 1EP","CT3 1","CANTERBURY","DOVER","KENT"
633,17.6,"CT3 1EP","CT3 1","CANTERBURY","DOVER","KENT"
634,33.6,"CT3 1EW","CT3 1","CANTERBURY","DOVER","KENT"
635,33.6,"CT3 1EW","CT3 1","CANTERBURY","DOVER","KENT"
636,33.6,"CT3 1EW","CT3 1","CANTERBURY","DOVER","KENT"
637,33.6,"CT3 1EW","CT3 1","CANTERBURY","DOVER","KENT"
638,33.6,"CT3 1EW","CT3 1","CANTERBURY","DOVER","KENT"
639,33.6,"CT3 1EW","CT3 1","CANTERBURY","DOVER","KENT"
640,33.6,"CT3 1EW","CT3 1","CANTERBURY","DOVER","KENT"
641,51.7,"CT3 1HP","CT3 1","CANTERBURY","DOVER","KENT"
642,14,"CT3 1JA","CT3 1","CANTERBURY","DOVER","KENT"
643,14,"CT3 1JA","CT3 1","CANTERBURY","DOVER","KENT"
644,47,"CT3 1JX","CT3 1","CANTERBURY","DOVER","KENT"
645,47,"CT3 1JX","CT3 1","CANTERBURY","DOVER","KENT"
646,15.4,"CT3 1LG","CT3 1","CANTERBURY","DOVER","KENT"
647,15.4,"CT3 1LG","CT3 1","CANTERBURY","DOVER","KENT"
648,28.2,"CT3 1LH","CT3 1","CANTERBURY","DOVER","KENT"
649,28.2,"CT3 1LH","CT3 1","CANTERBURY","DOVER","KENT"
650,48.2,"CT3 1LJ","CT3 1","CANTERBURY","DOVER","KENT"
651,15.1,"CT3 1LP","CT3 1","CANTERBURY","DOVER","KENT"
652,15.1,"CT3 1LP","CT3 1","CANTERBURY","DOVER","KENT"
653,15.1,"CT3 1LP","CT3 1","CANTERBURY","DOVER","KENT"
654,15.1,"CT3 1LP","CT3 1","CANTERBURY","DOVER","KENT"
655,27.3,"CT3 1NU","CT3 1","CANTERBURY","DOVER","KENT"
656,2.8,"CT3 1PE","CT3 1","CANTERBURY","DOVER","KENT"
657,42.4,"CT3 1QN","CT3 1","CANTERBURY","CANTERBURY","KENT"
658,35.2,"CT3 1QQ","CT3 1","CANTERBURY","CANTERBURY","KENT"
659,39.9,"CT3 1QR","CT3 1","CANTERBURY","CANTERBURY","KENT"
660,29.5,"CT3 1RP","CT3 1","CANTERBURY","CANTERBURY","KENT"
661,29.5,"CT3 1RP","CT3 1","CANTERBURY","CANTERBURY","KENT"
662,48,"CT3 1RQ","CT3 1","CANTERBURY","CANTERBURY","KENT"
663,48,"CT3 1RQ","CT3 1","CANTERBURY","CANTERBURY","KENT"
664,48,"CT3 1RQ","CT3 1","CANTERBURY","CANTERBURY","KENT"
665,48,"CT3 1RQ","CT3 1","CANTERBURY","CANTERBURY","KENT"
666,9.4,"CT3 1XD","CT3 1","CANTERBURY","CANTERBURY","KENT"
667,9.4,"CT3 1XD","CT3 1","CANTERBURY","CANTERBURY","KENT"
668,9.4,"CT3 1XD","CT3 1","CANTERBURY","CANTERBURY","KENT"
669,32.6,"CT3 2AF","CT3 2","CANTERBURY","DOVER","KENT"
670,32.6,"CT3 2AF","CT3 2","CANTERBURY","DOVER","KENT"
671,32.6,"CT3 2AF","CT3 2","CANTERBURY","DOVER","KENT"
672,21.1,"CT3 2AQ","CT3 2","CANTERBURY","DOVER","KENT"
673,21.1,"CT3 2AQ","CT3 2","CANTERBURY","DOVER","KENT"
674,15.5,"CT3 2DA","CT3 2","CANTERBURY","DOVER","KENT"
675,15.5,"CT3 2DA","CT3 2","CANTERBURY","DOVER","KENT"
676,12.4,"CT3 2DN","CT3 2","CANTERBURY","DOVER","KENT"
677,33.4,"CT3 2EW","CT3 2","CANTERBURY","DOVER","KENT"
678,20.6,"CT3 2HT","CT3 2","CANTERBURY","DOVER","KENT"
679,5.8,"CT3 2JX","CT3 2","CANTERBURY","DOVER","KENT"
